
2,12,abhishek,BE-Computer,01:16:34,02/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:31,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:32,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:33,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:34,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:35,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:36,04/08/23,Present
None,None,None,None,01:26:37,04/08/23,Present
None,None,None,None,01:26:37,04/08/23,Present
None,None,None,None,01:26:37,04/08/23,Present
None,None,None,None,01:26:37,04/08/23,Present
None,None,None,None,01:26:37,04/08/23,Present
None,None,None,None,01:26:37,04/08/23,Present
